,State,County,Census_Tract,Population
924,KS,Greenwood,6689,3
925,KS,Hamilton,2690,1
926,KS,Harper,6034,3
927,KS,Harvey,34684,6
928,KS,Haskell,4256,1
929,KS,Hodgeman,1916,1
930,KS,Jackson,13462,3
931,KS,Jefferson,19126,4
932,KS,Jewell,3077,2
933,KS,Johnson,544179,130
934,KS,Kearny,3977,1
935,KS,Kingman,7858,3
936,KS,Kiowa,2553,1
937,KS,Labette,21607,8
938,KS,Lane,1750,1
939,KS,Leavenworth,76227,16
940,KS,Lincoln,3241,1
941,KS,Linn,9656,2
942,KS,Logan,2756,1
943,KS,Lyon,33690,8
944,KS,Marion,12660,4
945,KS,Marshall,10117,4
946,KS,McPherson,29180,7
947,KS,Meade,4575,2
948,KS,Miami,32787,8
949,KS,Mitchell,6373,2
950,KS,Montgomery,35471,13
951,KS,Morris,5923,2
952,KS,Morton,3233,1
953,KS,Nemaha,10178,3
954,KS,Neosho,16512,5
955,KS,Ness,3107,2
956,KS,Norton,5671,1
957,KS,Osage,16295,5
958,KS,Osborne,3858,1
959,KS,Ottawa,6091,2
960,KS,Pawnee,6973,2
961,KS,Phillips,5642,3
962,KS,Pottawatomie,21604,4
963,KS,Pratt,9656,3
964,KS,Rawlins,2519,1
965,KS,Reno,64511,17
966,KS,Republic,4980,3
967,KS,Rice,10083,3
968,KS,Riley,71115,14
969,KS,Rooks,5181,2
970,KS,Rush,3307,2
971,KS,Russell,6970,2
972,KS,Saline,55606,12
973,KS,Scott,4936,1
974,KS,Sedgwick,498365,124
975,KS,Seward,22952,5
976,KS,Shawnee,177934,43
977,KS,Sheridan,2556,2
978,KS,Sherman,6010,2
979,KS,Smith,3853,2
980,KS,Stafford,4437,2
981,KS,Stanton,2235,1
982,KS,Stevens,5724,2
983,KS,Sumner,24132,6
984,KS,Thomas,7900,2
985,KS,Trego,3001,1
986,KS,Wabaunsee,7053,2
987,KS,Wallace,1485,1
988,KS,Washington,5799,2
989,KS,Wichita,2234,1
990,KS,Wilson,9409,4
991,KS,Woodson,3309,2
992,KS,Wyandotte,157505,70
993,KY,Adair,18656,7
994,KY,Allen,19956,6
995,KY,Anderson,21421,5
996,KY,Ballard,8249,3
997,KY,Barren,42173,10
998,KY,Bath,11591,3
999,KY,Bell,28691,9
1000,KY,Boone,118811,22
1001,KY,Bourbon,19985,6
1002,KY,Boyd,49542,13
1003,KY,Boyle,28432,7
1004,KY,Bracken,8488,3
1005,KY,Breathitt,13878,7
1006,KY,Breckinridge,20059,6
1007,KY,Bullitt,74319,18
1008,KY,Butler,12690,5
1009,KY,Caldwell,12984,3
1010,KY,Calloway,37191,9
1011,KY,Campbell,90336,25
1012,KY,Carlisle,5104,3
1013,KY,Carroll,10811,3
1014,KY,Carter,27720,7
1015,KY,Casey,15955,5
1016,KY,Christian,73955,19
1017,KY,Clark,35613,10
1018,KY,Clay,21730,6
1019,KY,Clinton,10272,3
1020,KY,Crittenden,9315,4
1021,KY,Cumberland,6856,2
1022,KY,Daviess,96656,23
1023,KY,Edmonson,12161,4
1024,KY,Elliott,7852,2
1025,KY,Estill,14672,4
1026,KY,Fayette,295803,82
1027,KY,Fleming,14348,4
1028,KY,Floyd,39451,10
1029,KY,Franklin,49285,11
1030,KY,Fulton,6813,2
1031,KY,Gallatin,8589,2
1032,KY,Garrard,16912,4
1033,KY,Grant,24662,4
1034,KY,Graves,37121,9
1035,KY,Grayson,25746,7
1036,KY,Green,11258,4
1037,KY,Greenup,36910,9
1038,KY,Hancock,8565,3
1039,KY,Hardin,105543,22
1040,KY,Harlan,29278,11
1041,KY,Harrison,18846,5
1042,KY,Hart,18199,5
1043,KY,Henderson,46250,11
1044,KY,Henry,15416,5
1045,KY,Hickman,4902,1
1046,KY,Hopkins,46920,12
1047,KY,Jackson,13494,3
1048,KY,Jefferson,741096,191
1049,KY,Jessamine,48586,9
1050,KY,Johnson,23356,6
1051,KY,Kenton,159720,41
1052,KY,Knott,16346,5
1053,KY,Knox,31883,8
1054,KY,Larue,14193,4
1055,KY,Laurel,58849,13
1056,KY,Lawrence,15860,5
1057,KY,Lee,7887,3
1058,KY,Leslie,11310,3
1059,KY,Letcher,24519,7
1060,KY,Lewis,13870,4
1061,KY,Lincoln,24742,6
1062,KY,Livingston,9519,2
1063,KY,Logan,26835,6
1064,KY,Lyon,8314,3
1065,KY,Madison,82916,19
1066,KY,Magoffin,13333,4
1067,KY,Marion,19820,6
1068,KY,Marshall,31448,6
1069,KY,Martin,12929,3
1070,KY,Mason,17490,5
1071,KY,McCracken,65565,17
1072,KY,McCreary,18306,4
1073,KY,McLean,9531,3
1074,KY,Meade,28602,8
1075,KY,Menifee,6306,2
1076,KY,Mercer,21331,5
1077,KY,Metcalfe,10099,3
1078,KY,Monroe,10963,4
1079,KY,Montgomery,26499,6
1080,KY,Morgan,13923,5
1081,KY,Muhlenberg,31499,9
1082,KY,Nelson,43437,9
1083,KY,Nicholas,7135,2
1084,KY,Ohio,23842,7
1085,KY,Oldham,60316,14
1086,KY,Owen,10841,3
1087,KY,Owsley,4755,2
1088,KY,Pendleton,14877,3
1089,KY,Perry,28712,8
1090,KY,Pike,65024,19
1091,KY,Powell,12613,2
1092,KY,Pulaski,63063,14
1093,KY,Robertson,2282,1
1094,KY,Rockcastle,17056,4
1095,KY,Rowan,23333,4
1096,KY,Russell,17565,5
1097,KY,Scott,47173,14
1098,KY,Shelby,42074,9
1099,KY,Simpson,17327,4
1100,KY,Spencer,17061,4
1101,KY,Taylor,24512,5
1102,KY,Todd,12460,4
1103,KY,Trigg,14339,5
1104,KY,Trimble,8809,2
1105,KY,Union,15007,4
1106,KY,Warren,113792,24
1107,KY,Washington,11717,3
1108,KY,Wayne,20813,5
1109,KY,Webster,13621,4
1110,KY,Whitley,35637,8
1111,KY,Wolfe,7355,2
1112,KY,Woodford,24939,8
1113,LA,Acadia,61773,12
1114,LA,Allen,25764,5
1115,LA,Ascension,107215,14
1116,LA,Assumption,23421,6
1117,LA,Avoyelles,42073,9
1118,LA,Beauregard,35654,7
1119,LA,Bienville,14353,5
1120,LA,Bossier,116979,22
1121,LA,Caddo,254969,64
1122,LA,Calcasieu,192768,44
1123,LA,Caldwell,10132,3
1124,LA,Cameron,6839,3
1125,LA,Catahoula,10407,3
1126,LA,Claiborne,17195,5
1127,LA,Concordia,20822,5
1128,LA,De Soto,26656,7
1129,LA,East Baton Rouge,440171,92
1130,LA,East Carroll,7759,3
1131,LA,East Feliciana,20267,5
1132,LA,Evangeline,33984,8
1133,LA,Franklin,20767,6
1134,LA,Grant,22309,5
1135,LA,Iberia,73240,15
1136,LA,Iberville,33387,7
1137,LA,Jackson,16274,5
1138,LA,Jefferson,432552,127
1139,LA,Jefferson Davis,31594,7
1140,LA,La Salle,14890,3
1141,LA,Lafayette,221578,43
1142,LA,Lafourche,96318,23
1143,LA,Lincoln,46735,10
1144,LA,Livingston,128026,17
1145,LA,Madison,12093,5
1146,LA,Morehouse,27979,8
1147,LA,Natchitoches,39566,9
1148,LA,Orleans,343829,177
1149,LA,Ouachita,153720,40
1150,LA,Plaquemines,23042,9
1151,LA,Pointe Coupee,22802,6
1152,LA,Rapides,131613,33
1153,LA,Red River,9091,2
1154,LA,Richland,20725,6
1155,LA,Sabine,24233,7
1156,LA,St. Bernard,35897,18
1157,LA,St. Charles,52780,13
1158,LA,St. Helena,11203,2
1159,LA,St. James,22102,7
1160,LA,St. John the Baptist,45924,11
1161,LA,St. Landry,83384,19
1162,LA,St. Martin,52160,11
1163,LA,St. Mary,54650,16
1164,LA,St. Tammany,233740,43
1165,LA,Tangipahoa,121097,20
1166,LA,Tensas,5252,3
1167,LA,Terrebonne,111860,21
1168,LA,Union,22721,6
1169,LA,Vermilion,57999,12
1170,LA,Vernon,52334,12
1171,LA,Washington,47168,11
1172,LA,Webster,41207,11
1173,LA,West Baton Rouge,23788,5
1174,LA,West Carroll,11604,3
1175,LA,West Feliciana,15625,3
1176,LA,Winn,15313,4
1177,MA,Barnstable,215888,57
1178,MA,Berkshire,131219,39
1179,MA,Bristol,548285,126
1180,MA,Dukes,16535,4
1181,MA,Essex,743159,163
1182,MA,Franklin,71372,18
1183,MA,Hampden,463490,103
1184,MA,Hampshire,158080,36
1185,MA,Middlesex,1503085,318
1186,MA,Nantucket,10172,6
1187,MA,Norfolk,670850,130
1188,MA,Plymouth,494919,100
1189,MA,Suffolk,722023,204
1190,MA,Worcester,798552,172
1191,MD,Allegany,75087,23
1192,MD,Anne Arundel,537656,104
1193,MD,Baltimore,805029,214
1194,MD,Baltimore City,620961,200
1195,MD,Calvert,88737,18
1196,MD,Caroline,33066,9
1197,MD,Carroll,167134,38
1198,MD,Cecil,101108,19
1199,MD,Charles,146551,30
1200,MD,Dorchester,32618,10
1201,MD,Frederick,233385,61
1202,MD,Garrett,30097,7
1203,MD,Harford,244826,57
1204,MD,Howard,287085,55
1205,MD,Kent,20197,5
1206,MD,Montgomery,971777,215
1207,MD,Prince George's,863420,218
1208,MD,Queen Anne's,47798,12
1209,MD,Somerset,26470,8
1210,MD,St. Mary's,105151,18
1211,MD,Talbot,37782,10
1212,MD,Washington,147430,32
1213,MD,Wicomico,98733,19
1214,MD,Worcester,51454,17
1215,ME,Androscoggin,107702,28
1216,ME,Aroostook,71870,24
1217,ME,Cumberland,281674,67
1218,ME,Franklin,30768,9
1219,ME,Hancock,54418,17
1220,ME,Kennebec,122151,31
1221,ME,Knox,39736,11
1222,ME,Lincoln,34457,9
1223,ME,Oxford,57833,17
1224,ME,Penobscot,153923,46
1225,ME,Piscataquis,17535,8
1226,ME,Sagadahoc,35293,8
1227,ME,Somerset,52228,17
1228,ME,Waldo,38786,8
1229,ME,Washington,32856,14
1230,ME,York,197131,41
1231,MI,Alcona,10942,5
1232,MI,Alger,9601,3
1233,MI,Allegan,111408,25
1234,MI,Alpena,29598,10
1235,MI,Antrim,23580,7
1236,MI,Arenac,15899,5
1237,MI,Baraga,8860,2
1238,MI,Barry,59173,11
1239,MI,Bay,107771,26
1240,MI,Benzie,17525,5
1241,MI,Berrien,156813,48
1242,MI,Branch,45248,12
1243,MI,Calhoun,136146,39
1244,MI,Cass,52293,11
1245,MI,Charlevoix,25949,13
1246,MI,Cheboygan,26152,8
1247,MI,Chippewa,38520,14
1248,MI,Clare,30926,11
1249,MI,Clinton,75382,22
1250,MI,Crawford,14074,5
1251,MI,Delta,37069,11
1252,MI,Dickinson,26168,7
1253,MI,Eaton,107759,28
1254,MI,Emmet,32694,8
1255,MI,Genesee,425790,131
1256,MI,Gladwin,25692,9
1257,MI,Gogebic,16427,7
1258,MI,Grand Traverse,86986,16
1259,MI,Gratiot,42476,10
1260,MI,Hillsdale,46688,12
1261,MI,Houghton,36628,11
1262,MI,Huron,33118,12
1263,MI,Ingham,280895,81
1264,MI,Ionia,63905,13
1265,MI,Iosco,25887,9
1266,MI,Iron,11817,5
1267,MI,Isabella,70311,15
1268,MI,Jackson,160248,38
1269,MI,Kalamazoo,250331,57
1270,MI,Kalkaska,17153,5
1271,MI,Kent,602622,128
1272,MI,Keweenaw,2156,2
1273,MI,Lake,11539,4
1274,MI,Lapeer,88319,24
1275,MI,Leelanau,21708,6
1276,MI,Lenawee,99892,23
1277,MI,Livingston,180967,61
1278,MI,Luce,6631,3
1279,MI,Mackinac,11113,6
1280,MI,Macomb,840978,216
1281,MI,Manistee,24733,9
1282,MI,Marquette,67077,24
1283,MI,Mason,28705,8
1284,MI,Mecosta,42798,11
1285,MI,Menominee,24029,7
1286,MI,Midland,83629,19
1287,MI,Missaukee,14849,4
1288,MI,Monroe,152021,39
1289,MI,Montcalm,63342,13
1290,MI,Montmorency,9765,5
1291,MI,Muskegon,172188,42
1292,MI,Newaygo,48460,11
1293,MI,Oakland,1202362,338
1294,MI,Oceana,26570,7
1295,MI,Ogemaw,21699,7
1296,MI,Ontonagon,6780,4
1297,MI,Osceola,23528,6
1298,MI,Oscoda,8640,5
1299,MI,Otsego,24164,6
1300,MI,Ottawa,263801,53
1301,MI,Presque Isle,13376,6
1302,MI,Roscommon,24449,10
1303,MI,Saginaw,200169,56
1304,MI,Sanilac,43114,12
1305,MI,Schoolcraft,8485,3
1306,MI,Shiawassee,70648,17
1307,MI,St. Clair,163040,49
1308,MI,St. Joseph,61295,17
1309,MI,Tuscola,55729,13
1310,MI,Van Buren,76258,15
1311,MI,Washtenaw,344791,100
1312,MI,Wayne,1820584,610
1313,MI,Wexford,32735,8
1314,MN,Aitkin,16202,6
1315,MN,Anoka,330844,83
1316,MN,Becker,32504,10
1317,MN,Beltrami,44442,10
1318,MN,Benton,38451,9
1319,MN,Big Stone,5269,3
1320,MN,Blue Earth,64013,16
1321,MN,Brown,25893,8
1322,MN,Carlton,35386,7
1323,MN,Carver,91042,19
1324,MN,Cass,28567,10
1325,MN,Chippewa,12441,4
1326,MN,Chisago,53887,10
1327,MN,Clay,58999,13
1328,MN,Clearwater,8695,3
1329,MN,Cook,5176,3
1330,MN,Cottonwood,11687,4
1331,MN,Crow Wing,62500,16
1332,MN,Dakota,398552,95
1333,MN,Dodge,20087,5
1334,MN,Douglas,36009,9
1335,MN,Faribault,14553,6
1336,MN,Fillmore,20866,6
1337,MN,Freeborn,31255,10
1338,MN,Goodhue,46183,10
1339,MN,Grant,6018,2
1340,MN,Hennepin,1152425,299
1341,MN,Houston,19027,5
1342,MN,Hubbard,20428,7
1343,MN,Isanti,37816,8
1344,MN,Itasca,45058,11
1345,MN,Jackson,10266,4
1346,MN,Kanabec,16239,4
1347,MN,Kandiyohi,42239,12
1348,MN,Kittson,4552,2
1349,MN,Koochiching,13311,4
1350,MN,Lac qui Parle,7259,3
1351,MN,Lake,10866,3
1352,MN,Lake of the Woods,4045,2
1353,MN,Le Sueur,27703,6
1354,MN,Lincoln,5896,2
1355,MN,Lyon,25857,7
1356,MN,Mahnomen,5413,2
1357,MN,Marshall,9439,4
1358,MN,Martin,20840,6
1359,MN,McLeod,36651,7
1360,MN,Meeker,23300,6
1361,MN,Mille Lacs,26097,7
1362,MN,Morrison,33198,8
1363,MN,Mower,39163,11
1364,MN,Murray,8725,3
1365,MN,Nicollet,32727,7
1366,MN,Nobles,21378,6
1367,MN,Norman,6852,3
1368,MN,Olmsted,144248,33
1369,MN,Otter Tail,57303,17
1370,MN,Pennington,13930,5
1371,MN,Pine,29750,8
1372,MN,Pipestone,9596,5
1373,MN,Polk,31600,10
1374,MN,Pope,10995,4
1375,MN,Ramsey,508640,137
1376,MN,Red Lake,4089,2
1377,MN,Redwood,16059,6
1378,MN,Renville,15730,6
1379,MN,Rice,64142,13
1380,MN,Rock,9687,3
1381,MN,Roseau,15629,5
1382,MN,Scott,129928,21
1383,MN,Sherburne,88499,11
1384,MN,Sibley,15226,4
1385,MN,St. Louis,200226,66
1386,MN,Stearns,150642,29
1387,MN,Steele,36576,8
1388,MN,Stevens,9726,3
1389,MN,Swift,9783,4
1390,MN,Todd,24895,8
1391,MN,Traverse,3558,2
1392,MN,Wabasha,21676,6
1393,MN,Wadena,13843,3
1394,MN,Waseca,19136,5
1395,MN,Washington,238136,50
1396,MN,Watonwan,11211,3
1397,MN,Wilkin,6576,2
1398,MN,Winona,51461,10
1399,MN,Wright,124700,17
1400,MN,Yellow Medicine,10438,4
1401,MO,Adair,25607,7
1402,MO,Andrew,17291,4
1403,MO,Atchison,5685,2
1404,MO,Audrain,25529,7
